customer_id,customer_age,customer_gender,customer_segment,registration_date
CUST02092,34,Male,Premium,2022-07-11
CUST02093,29,Male,Mass,2022-07-30
CUST02094,63,Female,Premium,2021-07-15
CUST02095,49,Male,Premium,2023-09-16
CUST02096,32,Male,Mass,2024-11-15
CUST02097,33,Male,Mass,2023-07-23
CUST02098,39,Male,Business,2021-03-11
CUST02099,45,Other,Mass,2025-09-13
CUST02100,37,Female,Mass,2023-04-23
CUST02101,50,Male,Mass,2021-09-04
CUST02102,27,Male,Mass,2021-11-25
CUST02103,57,Male,Mass,2021-06-07
CUST02104,49,Male,Mass,2023-07-07
CUST02105,67,Male,Mass,2022-11-29
CUST02106,50,Female,Mass,2023-01-13
CUST02107,19,Male,Premium,2022-08-08
CUST02108,50,Male,Business,2021-02-24
CUST02109,50,Male,Mass,2022-05-01
CUST02110,58,Female,Mass,2024-06-20
CUST02111,30,Female,Mass,2024-10-08
CUST02112,47,Female,Mass,2022-02-14
CUST02113,50,Female,Business,2023-08-18
CUST02114,30,Female,Mass,2023-06-24
CUST02115,69,Male,Mass,2022-12-28
CUST02116,43,Female,Mass,2023-11-05
CUST02117,39,Male,Mass,2021-05-27
CUST02118,56,Male,Mass,2025-02-22
CUST02119,19,Female,Mass,2025-08-07
CUST02120,55,Male,Premium,2023-11-15
CUST02121,56,Female,Mass,2025-06-23
CUST02122,43,Male,Mass,2025-09-11
CUST02123,63,Female,Mass,2021-11-29
CUST02124,67,Female,Mass,2024-04-12
CUST02125,32,Other,Mass,2025-12-04
CUST02126,51,Female,Mass,2021-10-17
CUST02127,59,Female,Premium,2022-07-24
CUST02128,61,Female,Mass,2023-03-02
CUST02129,66,Male,Mass,2024-03-14
CUST02130,57,Male,Mass,2023-06-28
CUST02131,28,Female,Mass,2024-02-20
CUST02132,20,Female,Mass,2021-01-27
CUST02133,23,Female,Mass,2023-12-26
CUST02134,26,Female,Mass,2024-01-30
CUST02135,23,Female,Mass,2023-07-15
CUST02136,26,Male,Mass,2022-01-23
CUST02137,56,Male,Mass,2024-01-23
CUST02138,48,Male,Mass,2023-12-27
CUST02139,49,Male,Mass,2021-09-07
CUST02140,58,Female,Premium,2021-05-22
CUST02141,67,Female,Mass,2021-09-24
CUST02142,29,Female,Mass,2025-04-25
CUST02143,25,Male,Mass,2021-08-03
CUST02144,25,Male,Mass,2022-05-04
CUST02145,67,Male,Premium,2022-05-11
CUST02146,45,Female,Business,2022-04-25
CUST02147,37,Male,Mass,2022-10-05
CUST02148,64,Male,Premium,2025-02-22
CUST02149,24,Male,Mass,2021-01-01
CUST02150,28,Male,Mass,2023-10-30
CUST02151,37,Female,Mass,2023-04-21
CUST02152,33,Male,Premium,2022-01-15
CUST02153,21,Male,Mass,2023-04-24
CUST02154,23,Male,Business,2024-03-13
CUST02155,39,Male,Mass,2021-10-29
CUST02156,43,Female,Mass,2022-10-12
CUST02157,20,Female,Premium,2024-12-11
CUST02158,58,Male,Premium,2023-03-20
CUST02159,59,Female,Premium,2024-04-17
CUST02160,31,Male,Premium,2024-07-25
CUST02161,28,Female,Mass,2024-03-13
CUST02162,35,Male,Mass,2021-12-05
CUST02163,29,Male,Mass,2025-01-22
CUST02164,40,Female,Mass,2025-09-22
CUST02165,29,Female,Business,2024-09-16
CUST02166,30,Female,Premium,2024-07-17
CUST02167,42,Male,Premium,2023-09-26
CUST02168,62,Male,Mass,2024-04-25
CUST02169,68,Other,Premium,2022-10-28
CUST02170,36,Male,Premium,2024-04-10
CUST02171,63,Male,Mass,2022-02-08
CUST02172,53,Male,Mass,2025-01-31
CUST02173,62,Male,Premium,2021-09-04
CUST02174,25,Male,Mass,2025-03-27
CUST02175,46,Female,Business,2022-07-13
CUST02176,70,Male,Mass,2023-02-17
CUST02177,49,Female,Mass,2021-04-21
CUST02178,68,Male,Mass,2023-09-15
CUST02179,61,Male,Mass,2023-03-24
CUST02180,35,Female,Mass,2024-08-19
CUST02181,23,Female,Mass,2023-07-19
CUST02182,35,Male,Business,2023-06-05
CUST02183,36,Female,Premium,2023-06-28
CUST02184,39,Male,Mass,2025-02-05
CUST02185,54,Female,Mass,2023-03-02
CUST02186,49,Female,Mass,2021-10-19
CUST02187,58,Male,Premium,2024-06-29
CUST02188,20,Female,Mass,2025-05-31
CUST02189,45,Female,Mass,2021-06-24
CUST02190,27,Male,Mass,2021-04-19
CUST02191,68,Male,Premium,2023-08-20
CUST02192,52,Male,Mass,2024-09-25
CUST02193,46,Female,Premium,2023-04-28
CUST02194,32,Male,Business,2023-11-04
CUST02195,50,Male,Mass,2022-11-24
CUST02196,24,Male,Mass,2024-09-07
CUST02197,29,Female,Mass,2025-12-13
CUST02198,66,Female,Mass,2023-08-22
CUST02199,47,Female,Mass,2021-02-12
CUST02200,38,Male,Mass,2022-04-06
CUST02201,48,Female,Premium,2024-01-31
CUST02202,41,Female,Mass,2025-07-07
CUST02203,37,Female,Mass,2022-12-06
CUST02204,54,Male,Mass,2023-10-30
CUST02205,21,Male,Mass,2021-05-29
CUST02206,45,Female,Mass,2021-12-04
CUST02207,61,Male,Mass,2023-09-30
CUST02208,37,Female,Mass,2021-08-12
CUST02209,41,Female,Premium,2024-02-08
CUST02210,67,Female,Mass,2021-12-20
CUST02211,66,Female,Mass,2024-01-13
CUST02212,68,Female,Mass,2022-07-09
CUST02213,49,Male,Mass,2021-03-07
CUST02214,58,Male,Mass,2024-11-12
CUST02215,53,Male,Premium,2022-09-13
CUST02216,70,Female,Mass,2025-06-26
CUST02217,51,Male,Mass,2024-03-04
CUST02218,53,Male,Mass,2024-01-15
CUST02219,19,Female,Mass,2021-03-25
CUST02220,32,Female,Mass,2021-08-15
CUST02221,51,Other,Premium,2024-07-07
CUST02222,53,Female,Mass,2023-06-11
CUST02223,23,Female,Premium,2023-10-10
CUST02224,56,Female,Mass,2021-01-20
CUST02225,59,Other,Mass,2023-11-25
CUST02226,68,Female,Mass,2023-01-25
CUST02227,68,Female,Mass,2025-01-06
CUST02228,29,Female,Mass,2023-07-30
CUST02229,20,Female,Premium,2021-09-27
CUST02230,62,Male,Mass,2025-10-25
CUST02231,35,Male,Mass,2022-02-10
CUST02232,57,Male,Premium,2025-03-12
CUST02233,38,Male,Mass,2021-10-31
CUST02234,32,Male,Premium,2025-08-21
CUST02235,50,Male,Mass,2024-08-01
CUST02236,52,Male,Mass,2025-04-21
CUST02237,43,Female,Mass,2023-10-06
CUST02238,25,Female,Mass,2023-03-21
CUST02239,53,Male,Premium,2023-11-19
CUST02240,65,Female,Premium,2022-01-26
CUST02241,47,Female,Mass,2024-12-10
CUST02242,40,Female,Mass,2025-11-26
CUST02243,59,Female,Mass,2023-06-28
CUST02244,61,Male,Mass,2021-05-22
CUST02245,31,Male,Mass,2022-10-08
CUST02246,31,Male,Mass,2025-08-07
CUST02247,19,Male,Premium,2023-03-20
CUST02248,54,Female,Mass,2023-08-06
CUST02249,22,Male,Business,2024-09-26
CUST02250,55,Male,Mass,2021-09-02
CUST02251,62,Male,Business,2023-02-05
CUST02252,58,Male,Mass,2023-05-26
CUST02253,64,Female,Mass,2023-07-01
CUST02254,31,Female,Premium,2023-10-26
CUST02255,56,Male,Premium,2023-07-09
CUST02256,42,Male,Premium,2023-07-28
CUST02257,37,Male,Mass,2022-03-25
CUST02258,19,Male,Business,2021-09-23
CUST02259,56,Female,Mass,2025-02-23
CUST02260,23,Male,Mass,2024-06-16
CUST02261,34,Female,Mass,2021-09-07
CUST02262,42,Female,Premium,2023-08-13
CUST02263,45,Male,Mass,2024-08-07
CUST02264,19,Male,Mass,2022-06-27
CUST02265,52,Female,Mass,2022-09-24
CUST02266,54,Female,Mass,2024-01-08
CUST02267,22,Male,Mass,2023-06-26
CUST02268,18,Female,Mass,2022-06-05
CUST02269,57,Female,Premium,2025-01-13
CUST02270,29,Male,Mass,2025-04-29
CUST02271,53,Female,Business,2023-06-03
CUST02272,62,Male,Mass,2023-01-04
CUST02273,40,Female,Mass,2021-05-24
CUST02274,64,Other,Mass,2024-02-18
CUST02275,48,Female,Mass,2023-08-02
CUST02276,28,Male,Mass,2022-07-19
CUST02277,27,Male,Premium,2025-05-20
CUST02278,20,Female,Mass,2024-04-14
CUST02279,31,Female,Mass,2021-03-11
CUST02280,33,Female,Mass,2022-09-25
CUST02281,27,Female,Premium,2023-06-08
CUST02282,46,Female,Premium,2024-05-11
CUST02283,27,Male,Mass,2023-03-12
CUST02284,29,Male,Mass,2021-06-29
CUST02285,47,Male,Mass,2022-08-16
CUST02286,58,Female,Mass,2022-07-21
CUST02287,18,Female,Mass,2022-11-22
CUST02288,22,Female,Mass,2025-06-22
CUST02289,37,Male,Mass,2024-02-08
CUST02290,25,Male,Business,2024-12-18
CUST02291,60,Male,Mass,2022-10-27
CUST02292,29,Female,Premium,2025-03-07
CUST02293,18,Male,Mass,2022-02-10
CUST02294,37,Male,Mass,2023-09-13
CUST02295,45,Male,Mass,2022-09-29
CUST02296,60,Female,Mass,2024-01-20
CUST02297,54,Male,Mass,2024-08-10
CUST02298,64,Female,Mass,2024-11-17
CUST02299,54,Female,Mass,2023-11-27
CUST02300,29,Female,Mass,2022-06-01
CUST02301,54,Female,Premium,2023-04-30
CUST02302,66,Male,Mass,2025-08-13
CUST02303,66,Male,Mass,2023-06-27
CUST02304,61,Female,Mass,2021-11-12
CUST02305,45,Female,Premium,2024-04-10
CUST02306,64,Female,Mass,2024-11-30
CUST02307,32,Female,Premium,2024-07-09
CUST02308,23,Male,Mass,2025-02-16
CUST02309,61,Male,Mass,2021-01-27
CUST02310,37,Female,Mass,2025-02-27
CUST02311,67,Male,Mass,2021-02-24
CUST02312,31,Male,Premium,2021-09-06
CUST02313,19,Female,Mass,2021-09-30
CUST02314,26,Male,Mass,2024-07-06
CUST02315,54,Male,Mass,2025-12-07
CUST02316,37,Female,Mass,2021-07-10
CUST02317,43,Female,Mass,2022-07-29
CUST02318,46,Male,Premium,2023-05-07
CUST02319,18,Female,Mass,2025-01-09
CUST02320,52,Female,Mass,2025-03-06
CUST02321,23,Male,Mass,2022-09-08
CUST02322,54,Male,Mass,2024-11-17
CUST02323,70,Male,Mass,2024-12-02
CUST02324,22,Female,Premium,2025-12-29
CUST02325,50,Male,Mass,2025-11-30
CUST02326,66,Other,Mass,2023-10-15
CUST02327,68,Female,Premium,2022-11-04
CUST02328,31,Female,Mass,2022-11-14
CUST02329,29,Female,Premium,2021-04-19
CUST02330,59,Female,Mass,2022-10-14
CUST02331,37,Male,Mass,2025-06-17
CUST02332,70,Male,Mass,2023-09-08
CUST02333,67,Female,Mass,2024-02-01
CUST02334,41,Male,Premium,2021-08-14
CUST02335,60,Male,Premium,2021-12-19
CUST02336,51,Female,Mass,2024-03-29
CUST02337,42,Female,Premium,2024-11-28
CUST02338,67,Male,Mass,2025-09-27
CUST02339,46,Female,Premium,2024-09-09
CUST02340,56,Male,Premium,2021-05-25
CUST02341,48,Female,Mass,2025-11-13
CUST02342,64,Male,Mass,2025-01-28
CUST02343,60,Female,Premium,2023-07-04
CUST02344,67,Male,Mass,2024-03-01
CUST02345,40,Female,Premium,2024-01-22
CUST02346,61,Male,Mass,2021-09-30
CUST02347,55,Male,Mass,2025-09-24
CUST02348,37,Female,Mass,2022-06-18
CUST02349,40,Male,Mass,2024-05-02
CUST02350,62,Male,Mass,2024-04-08
CUST02351,69,Male,Mass,2022-04-05
CUST02352,33,Female,Mass,2023-07-30
CUST02353,67,Female,Premium,2023-11-01
CUST02354,59,Male,Mass,2021-06-30
CUST02355,25,Female,Premium,2024-06-09
CUST02356,67,Male,Mass,2021-01-29
CUST02357,38,Female,Mass,2022-06-16
CUST02358,18,Male,Premium,2023-10-26
CUST02359,25,Female,Mass,2025-04-19
CUST02360,46,Male,Premium,2021-05-20
CUST02361,49,Other,Mass,2023-11-18
CUST02362,55,Male,Mass,2021-04-08
CUST02363,22,Male,Premium,2021-09-19
CUST02364,64,Male,Mass,2025-11-17
CUST02365,39,Female,Mass,2021-01-19
CUST02366,64,Female,Mass,2021-01-12
CUST02367,51,Female,Premium,2022-06-21
CUST02368,18,Female,Premium,2025-03-29
CUST02369,43,Female,Mass,2025-01-28
CUST02370,60,Female,Business,2025-05-31
CUST02371,27,Male,Premium,2021-09-16
CUST02372,47,Female,Business,2021-01-24
CUST02373,67,Male,Mass,2023-10-29
CUST02374,35,Female,Premium,2021-08-16
CUST02375,34,Female,Premium,2022-01-11
CUST02376,43,Female,Mass,2024-02-21
CUST02377,25,Female,Business,2024-01-19
CUST02378,64,Female,Mass,2025-01-19
CUST02379,57,Female,Mass,2021-08-12
CUST02380,66,Male,Premium,2023-01-06
CUST02381,29,Male,Business,2021-09-14
CUST02382,44,Female,Mass,2022-05-30
CUST02383,25,Female,Mass,2023-04-13
CUST02384,42,Male,Premium,2025-12-12
CUST02385,63,Male,Premium,2024-03-17
CUST02386,21,Male,Mass,2024-11-11
CUST02387,50,Male,Mass,2022-12-02
CUST02388,18,Female,Premium,2023-06-30
CUST02389,36,Female,Mass,2022-11-30
CUST02390,48,Female,Business,2022-03-14
CUST02391,33,Female,Mass,2025-09-20
CUST02392,31,Female,Mass,2025-07-18
CUST02393,70,Male,Mass,2021-02-06
CUST02394,65,Male,Mass,2025-08-12
CUST02395,22,Female,Premium,2021-04-16
CUST02396,58,Male,Business,2022-09-07
CUST02397,43,Male,Mass,2021-08-20
CUST02398,45,Male,Premium,2023-05-17
CUST02399,19,Male,Mass,2024-03-15
CUST02400,67,Male,Premium,2023-11-07
CUST02401,23,Female,Mass,2024-03-28
CUST02402,26,Male,Mass,2023-08-18
CUST02403,50,Female,Mass,2024-07-29
CUST02404,58,Male,Mass,2021-10-05
CUST02405,42,Female,Business,2021-05-05
CUST02406,65,Female,Mass,2025-09-05
CUST02407,30,Female,Mass,2024-12-14
CUST02408,26,Female,Mass,2024-09-05
CUST02409,70,Male,Mass,2022-11-06
CUST02410,30,Male,Mass,2022-12-16
CUST02411,48,Male,Mass,2025-02-14
CUST02412,58,Male,Mass,2022-10-29
CUST02413,28,Male,Business,2024-09-09
CUST02414,21,Female,Mass,2023-07-02
CUST02415,51,Female,Mass,2022-01-30
CUST02416,55,Female,Premium,2023-02-12
CUST02417,63,Female,Premium,2021-07-05
CUST02418,21,Female,Premium,2022-04-11
CUST02419,55,Female,Mass,2023-12-17
CUST02420,36,Female,Mass,2025-10-19
CUST02421,23,Male,Business,2022-04-03
CUST02422,51,Male,Mass,2023-09-28
CUST02423,35,Female,Mass,2024-05-16
CUST02424,30,Female,Mass,2025-10-04
CUST02425,58,Female,Mass,2021-03-15
CUST02426,40,Male,Premium,2025-02-16
CUST02427,36,Female,Mass,2024-01-14
CUST02428,62,Male,Premium,2022-09-24
CUST02429,28,Male,Mass,2023-11-04
CUST02430,18,Male,Business,2023-04-20
CUST02431,41,Male,Mass,2025-07-23
CUST02432,24,Male,Mass,2023-07-01
CUST02433,42,Male,Mass,2023-03-05
CUST02434,38,Male,Premium,2021-02-18
CUST02435,32,Male,Premium,2024-12-20
CUST02436,18,Female,Mass,2023-08-24
CUST02437,29,Female,Mass,2021-12-25
CUST02438,24,Male,Premium,2021-08-30
CUST02439,32,Male,Premium,2023-12-13
CUST02440,38,Female,Mass,2025-12-06
CUST02441,36,Female,Premium,2023-12-29
CUST02442,46,Male,Mass,2025-04-25
CUST02443,42,Female,Mass,2025-09-16
CUST02444,50,Female,Mass,2025-07-27
CUST02445,66,Male,Business,2021-02-25
CUST02446,49,Male,Mass,2023-05-29
CUST02447,66,Male,Mass,2025-01-19
CUST02448,52,Female,Business,2021-09-12
CUST02449,61,Male,Mass,2021-01-05
CUST02450,55,Male,Premium,2025-05-24
CUST02451,43,Male,Premium,2023-12-12
CUST02452,28,Female,Business,2021-11-25
CUST02453,52,Female,Mass,2021-04-08
CUST02454,25,Female,Mass,2024-03-30
CUST02455,63,Female,Premium,2024-11-30
CUST02456,31,Male,Mass,2023-09-08
CUST02457,27,Female,Mass,2023-09-30
CUST02458,19,Female,Premium,2023-02-22
CUST02459,63,Male,Mass,2022-07-31
CUST02460,26,Female,Business,2021-11-23
CUST02461,20,Female,Mass,2021-08-31
CUST02462,38,Female,Mass,2025-03-08
CUST02463,43,Male,Mass,2022-01-02
CUST02464,25,Female,Mass,2023-02-13
CUST02465,65,Female,Mass,2022-12-25
CUST02466,19,Male,Premium,2025-01-05
CUST02467,23,Male,Mass,2024-03-23
CUST02468,45,Male,Mass,2021-08-22
CUST02469,70,Other,Premium,2022-10-14
CUST02470,46,Female,Mass,2021-11-29
CUST02471,43,Male,Mass,2022-05-10
CUST02472,42,Male,Business,2024-02-13
CUST02473,29,Male,Mass,2022-01-04
CUST02474,22,Female,Premium,2024-09-18
CUST02475,51,Male,Premium,2024-02-28
CUST02476,65,Female,Premium,2024-04-16
CUST02477,54,Female,Premium,2021-04-05
CUST02478,32,Female,Mass,2024-09-02
CUST02479,61,Male,Premium,2023-06-26
CUST02480,53,Male,Premium,2024-01-30
CUST02481,32,Male,Mass,2024-05-04
CUST02482,60,Male,Mass,2023-03-13
CUST02483,65,Male,Premium,2021-07-27
CUST02484,40,Female,Mass,2022-08-30
CUST02485,23,Male,Premium,2022-04-18
CUST02486,63,Male,Mass,2025-06-27
CUST02487,67,Male,Mass,2023-10-29
CUST02488,61,Male,Mass,2021-05-16
CUST02489,60,Other,Mass,2022-09-02
CUST02490,62,Male,Mass,2023-06-30
CUST02491,38,Male,Mass,2021-09-18
CUST02492,40,Female,Mass,2024-03-16
CUST02493,60,Male,Premium,2022-04-03
CUST02494,33,Male,Mass,2025-09-17
CUST02495,64,Male,Premium,2025-01-01
CUST02496,70,Male,Mass,2024-12-07
CUST02497,32,Male,Mass,2025-03-04
CUST02498,42,Male,Mass,2021-08-20
CUST02499,53,Female,Mass,2021-04-11
CUST02500,28,Male,Mass,2021-05-27
CUST02501,68,Female,Mass,2022-12-18
CUST02502,32,Female,Mass,2022-05-22
CUST02503,21,Female,Mass,2022-07-12
CUST02504,38,Male,Mass,2021-04-14
CUST02505,30,Male,Business,2021-12-02
CUST02506,39,Female,Mass,2022-03-22
CUST02507,36,Female,Premium,2023-01-04
CUST02508,51,Female,Mass,2022-03-20
CUST02509,31,Male,Mass,2021-04-28
CUST02510,21,Female,Mass,2025-03-21
CUST02511,65,Male,Mass,2023-07-18
CUST02512,70,Male,Premium,2022-12-24
CUST02513,69,Male,Mass,2022-07-21
CUST02514,63,Male,Mass,2025-04-04
CUST02515,44,Female,Mass,2021-03-29
CUST02516,46,Female,Mass,2025-11-18
CUST02517,64,Female,Premium,2025-07-11
CUST02518,45,Female,Mass,2022-04-21
CUST02519,52,Male,Mass,2025-09-02
CUST02520,25,Female,Mass,2025-02-17
CUST02521,33,Male,Mass,2025-08-13
CUST02522,59,Male,Mass,2021-10-22
CUST02523,53,Male,Mass,2022-12-21
CUST02524,47,Male,Mass,2024-11-05
CUST02525,35,Male,Premium,2023-09-22
CUST02526,19,Male,Mass,2024-07-30
CUST02527,66,Female,Mass,2023-04-24
CUST02528,30,Female,Mass,2022-11-17
CUST02529,21,Male,Mass,2022-10-01
CUST02530,43,Other,Premium,2024-03-25
CUST02531,42,Female,Mass,2024-04-18
CUST02532,47,Female,Business,2023-08-19
CUST02533,28,Female,Mass,2023-07-24
CUST02534,24,Male,Mass,2023-06-09
CUST02535,48,Female,Premium,2023-07-03
CUST02536,61,Female,Mass,2024-01-16
CUST02537,27,Other,Mass,2022-02-10
CUST02538,56,Female,Mass,2025-02-28
CUST02539,30,Female,Mass,2024-07-14
CUST02540,48,Female,Premium,2025-06-06
CUST02541,24,Male,Premium,2023-12-24
CUST02542,66,Male,Mass,2021-04-29
CUST02543,59,Male,Mass,2021-12-07
CUST02544,59,Male,Mass,2021-11-09
CUST02545,53,Male,Premium,2021-06-12
CUST02546,37,Female,Mass,2025-03-09
CUST02547,21,Female,Mass,2021-10-20
CUST02548,24,Female,Mass,2022-11-21
CUST02549,18,Female,Mass,2024-11-01
CUST02550,61,Female,Premium,2025-04-15
CUST02551,62,Female,Premium,2024-11-25
CUST02552,59,Female,Mass,2022-11-04
CUST02553,64,Female,Mass,2024-11-24
CUST02554,30,Male,Mass,2022-02-03
CUST02555,39,Male,Mass,2023-06-28
CUST02556,38,Male,Mass,2022-05-02
CUST02557,39,Female,Mass,2025-03-19
CUST02558,45,Female,Premium,2023-11-14
CUST02559,26,Female,Premium,2023-12-19
CUST02560,43,Male,Mass,2023-01-19
CUST02561,26,Female,Mass,2021-08-28
CUST02562,32,Female,Mass,2021-11-07
CUST02563,27,Male,Premium,2021-11-17
CUST02564,41,Female,Premium,2022-11-03
CUST02565,59,Female,Mass,2025-02-13
CUST02566,25,Female,Premium,2022-07-26
CUST02567,41,Female,Premium,2025-11-11
CUST02568,33,Male,Mass,2022-02-18
CUST02569,66,Male,Mass,2024-09-07
CUST02570,43,Male,Mass,2022-02-06
CUST02571,44,Female,Mass,2021-02-28
CUST02572,54,Male,Mass,2021-02-22
CUST02573,21,Female,Mass,2023-12-24
CUST02574,67,Male,Mass,2022-09-25
CUST02575,41,Female,Premium,2024-02-17
CUST02576,36,Male,Mass,2021-10-13
CUST02577,53,Female,Mass,2021-01-18
CUST02578,56,Female,Mass,2023-10-26
CUST02579,27,Female,Mass,2024-11-16
CUST02580,42,Male,Mass,2021-06-09
CUST02581,35,Male,Mass,2021-05-22
CUST02582,36,Female,Mass,2022-02-01
CUST02583,53,Male,Premium,2023-11-08
CUST02584,27,Male,Premium,2022-08-03
CUST02585,50,Male,Premium,2024-02-12
CUST02586,67,Female,Mass,2022-06-18
CUST02587,22,Female,Mass,2025-04-05
CUST02588,64,Male,Mass,2023-06-30
CUST02589,66,Male,Premium,2025-12-04
CUST02590,52,Female,Mass,2022-04-06
CUST02591,61,Female,Premium,2025-06-22
CUST02592,51,Male,Mass,2025-06-29
CUST02593,50,Male,Premium,2021-10-13
CUST02594,38,Female,Premium,2023-10-26
CUST02595,34,Other,Mass,2021-05-09
CUST02596,39,Other,Premium,2023-08-14
CUST02597,65,Female,Mass,2022-11-02
CUST02598,54,Male,Business,2025-11-22
CUST02599,32,Female,Premium,2022-05-14
CUST02600,52,Male,Business,2021-10-03
CUST02601,45,Female,Mass,2024-01-12
CUST02602,24,Male,Mass,2024-02-16
CUST02603,49,Female,Premium,2021-01-29
CUST02604,28,Female,Premium,2023-10-02
CUST02605,27,Male,Mass,2024-10-13
CUST02606,26,Female,Mass,2022-10-12
CUST02607,31,Male,Mass,2024-03-26
CUST02608,30,Male,Premium,2021-01-31
CUST02609,42,Male,Premium,2023-04-23
CUST02610,19,Male,Mass,2024-08-02
CUST02611,52,Male,Mass,2025-08-16
CUST02612,24,Female,Mass,2021-12-02
CUST02613,38,Male,Mass,2022-07-24
CUST02614,35,Male,Premium,2021-11-09
CUST02615,20,Male,Mass,2022-08-22
CUST02616,59,Female,Mass,2024-02-21
CUST02617,56,Female,Premium,2025-09-23
CUST02618,58,Female,Mass,2023-05-15
CUST02619,66,Female,Mass,2022-01-06
CUST02620,28,Female,Premium,2023-03-16
CUST02621,56,Female,Mass,2021-11-10
CUST02622,41,Female,Premium,2021-01-28
CUST02623,63,Male,Mass,2024-03-24
CUST02624,36,Female,Premium,2023-08-24
CUST02625,21,Female,Mass,2024-06-07
CUST02626,43,Female,Mass,2025-04-22
CUST02627,55,Female,Mass,2023-10-27
CUST02628,59,Female,Business,2022-04-18
CUST02629,49,Female,Business,2024-09-03
CUST02630,56,Male,Mass,2024-06-02
CUST02631,62,Male,Mass,2023-11-23
CUST02632,63,Male,Mass,2021-03-30
CUST02633,53,Female,Mass,2024-09-19
CUST02634,57,Female,Premium,2021-02-09
CUST02635,54,Female,Mass,2022-11-12
CUST02636,50,Female,Premium,2022-01-10
CUST02637,53,Female,Premium,2024-08-14
CUST02638,20,Female,Mass,2023-09-25
CUST02639,26,Female,Premium,2022-01-28
CUST02640,25,Female,Mass,2023-11-08
CUST02641,50,Female,Mass,2025-03-31
CUST02642,23,Male,Premium,2021-05-12
CUST02643,58,Female,Mass,2021-10-17
CUST02644,56,Male,Mass,2023-03-17
CUST02645,21,Male,Premium,2021-07-28
CUST02646,30,Female,Mass,2021-11-23
CUST02647,66,Female,Mass,2023-09-19
CUST02648,19,Female,Premium,2022-05-18
CUST02649,22,Male,Mass,2021-10-06
CUST02650,61,Male,Business,2024-11-06
CUST02651,44,Male,Mass,2023-02-27
CUST02652,49,Male,Mass,2023-10-04
CUST02653,38,Male,Premium,2023-08-10
CUST02654,25,Male,Mass,2024-08-25
CUST02655,55,Male,Premium,2021-10-04
CUST02656,25,Male,Premium,2024-01-05
CUST02657,67,Male,Premium,2021-10-25
CUST02658,20,Female,Mass,2024-11-02
CUST02659,61,Male,Mass,2022-03-09
CUST02660,20,Female,Premium,2023-10-07
CUST02661,39,Female,Mass,2024-02-10
CUST02662,23,Male,Premium,2025-12-07
CUST02663,19,Female,Mass,2024-01-01
CUST02664,40,Female,Mass,2021-11-13
CUST02665,61,Female,Mass,2023-11-11
CUST02666,19,Male,Business,2024-04-26
CUST02667,55,Female,Mass,2021-05-01
CUST02668,34,Female,Mass,2024-09-27
CUST02669,52,Male,Premium,2022-10-15
CUST02670,51,Male,Mass,2021-10-31
CUST02671,40,Male,Premium,2023-07-25
CUST02672,47,Female,Mass,2025-01-10
CUST02673,69,Male,Premium,2025-10-06
CUST02674,25,Female,Mass,2022-12-22
CUST02675,39,Male,Premium,2022-05-11
CUST02676,61,Female,Mass,2025-03-25
CUST02677,53,Male,Mass,2021-07-04
CUST02678,22,Male,Mass,2023-06-07
CUST02679,30,Female,Business,2023-03-19
CUST02680,46,Male,Mass,2021-11-28
CUST02681,48,Male,Premium,2022-12-14
CUST02682,64,Male,Mass,2022-07-30
CUST02683,33,Female,Mass,2021-12-16
CUST02684,59,Female,Mass,2023-04-18
CUST02685,47,Female,Premium,2021-11-16
CUST02686,33,Female,Premium,2022-06-21
CUST02687,29,Male,Business,2022-02-16
CUST02688,34,Female,Premium,2023-06-25
CUST02689,33,Female,Mass,2024-03-25
CUST02690,29,Male,Premium,2025-10-23
CUST02691,25,Male,Mass,2025-08-02
CUST02692,37,Male,Premium,2022-06-17
CUST02693,20,Female,Mass,2022-05-17
CUST02694,33,Male,Premium,2025-02-18
CUST02695,47,Female,Mass,2024-03-23
CUST02696,62,Male,Mass,2023-07-03
CUST02697,40,Male,Mass,2023-12-28
CUST02698,45,Male,Mass,2025-02-24
CUST02699,68,Male,Mass,2023-12-01
CUST02700,57,Male,Premium,2022-06-11
CUST02701,22,Male,Premium,2025-12-20
CUST02702,37,Male,Mass,2024-04-07
CUST02703,57,Male,Mass,2025-07-28
CUST02704,61,Male,Mass,2022-12-12
CUST02705,18,Female,Premium,2023-01-20
CUST02706,47,Female,Mass,2023-08-14
CUST02707,38,Female,Mass,2021-04-22
CUST02708,37,Male,Mass,2022-04-08
CUST02709,23,Male,Mass,2021-02-21
CUST02710,39,Male,Mass,2025-07-31
CUST02711,35,Female,Mass,2021-09-12
CUST02712,25,Male,Mass,2025-07-09
CUST02713,56,Male,Mass,2024-03-27
CUST02714,49,Female,Mass,2021-10-27
CUST02715,50,Female,Mass,2023-08-16
CUST02716,70,Male,Mass,2022-03-03
CUST02717,33,Male,Mass,2023-09-17
CUST02718,29,Female,Mass,2025-12-05
CUST02719,55,Female,Premium,2021-11-03
CUST02720,69,Male,Mass,2021-04-09
CUST02721,51,Male,Premium,2021-05-01
CUST02722,31,Female,Mass,2025-06-14
CUST02723,53,Male,Mass,2023-11-20
CUST02724,50,Female,Mass,2021-08-18
CUST02725,40,Female,Mass,2022-10-13
CUST02726,67,Male,Mass,2024-07-01
CUST02727,62,Male,Premium,2024-11-28
